input_dict,"Please enter the prompt, e.g. a person, seperate different prompt with ' . '",output,flag,username,timestamp
"{""image"": ""flagged/input_dict/b722830a143624cb1c33/4351751961006_.pic_hd.jpg"", ""points"": []}",human,flagged/output/a24687dd1267605befc8/image.webp,,,2025-07-08 15:51:08.382569
